order_id,risk_score,risk_band,top_3_risk_reasons,recommended_action,evidence_fields
O000001727,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000001707,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001708,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000005,5,Medium,Late night order,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=7
O000004606,5,High,Late night order,Hold for manual review,discount_pct=0.12; payment_failures=0; device_reuse=1; total_qty=2
O000004601,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000009,5,Medium,Late night order,Call verification,discount_pct=0.11; payment_failures=0; device_reuse=1; total_qty=4
O000000006,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000000043,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000019,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000024,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000021,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001763,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001745,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004599,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000004589,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001766,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000001,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000000014,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000023,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001726,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=1; device_reuse=1; total_qty=10
O000000066,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000000061,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000000036,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000003909,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003950,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000004573,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004569,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004571,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004581,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001743,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004607,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000003,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000007,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000000012,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000008,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000016,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000015,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000000004,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000013,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000010,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000004584,0,Medium,,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=4
O000004605,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004603,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000004592,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000052,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=9
O000000038,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000037,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=3
O000000032,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000000027,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000000031,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000000042,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000044,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000041,0,Low,,Auto process,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=5
O000000035,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000028,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004565,0,Medium,,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=9
O000004560,0,Medium,,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=2
O000004576,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004566,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000004570,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001716,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001718,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001720,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001728,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001732,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000001717,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000001731,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001715,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001690,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004611,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001693,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001710,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001713,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=0; total_qty=8
O000001689,0,Low,,Auto process,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=3
O000001697,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001702,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001679,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001678,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001681,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001675,0,Low,,Auto process,discount_pct=0.13; payment_failures=0; device_reuse=1; total_qty=2
O000001669,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001682,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000001742,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001736,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001735,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001751,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=9
O000001756,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001740,0,Low,,Auto process,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=3
O000001746,0,Low,,Auto process,discount_pct=0.09; payment_failures=0; device_reuse=1; total_qty=5
O000001738,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001752,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001770,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001753,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000001760,0,Low,,Auto process,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=3
O000001739,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001755,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001733,0,Low,,Auto process,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=7
O000001761,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001757,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001744,0,Low,,Auto process,discount_pct=0.2; payment_failures=0; device_reuse=1; total_qty=2
O000001737,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001748,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=7
O000001734,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001762,0,Low,,Auto process,discount_pct=0.13; payment_failures=0; device_reuse=1; total_qty=5
O000001771,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=6
O000001764,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001750,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001673,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001672,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001676,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001657,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001660,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=0; total_qty=7
O000001653,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001661,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000001650,0,Low,,Auto process,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=5
O000001648,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001665,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001781,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=3
O000001788,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001796,0,Low,,Auto process,discount_pct=0.25; payment_failures=0; device_reuse=1; total_qty=2
O000001779,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001795,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001772,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001776,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000001798,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001813,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=0; total_qty=9
O000001807,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001790,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001782,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001792,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000001794,0,Low,,Auto process,discount_pct=0.2; payment_failures=0; device_reuse=1; total_qty=3
O000001789,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001793,0,Low,,Auto process,discount_pct=0.1; payment_failures=0; device_reuse=1; total_qty=2
O000001777,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001791,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001786,0,Low,,Auto process,discount_pct=0.2; payment_failures=0; device_reuse=1; total_qty=1
O000001775,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001784,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000001674,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001684,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001651,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=9
O000001656,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001655,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001652,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001644,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001800,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001804,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001814,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001805,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=9
O000001802,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=6
O000001803,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001812,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=5
O000004622,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000001809,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000001801,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001799,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001830,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001836,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000001823,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=0; total_qty=7
O000001817,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001833,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001825,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=10
O000001832,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000004615,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001831,0,Low,,Auto process,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=1
O000001818,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001816,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001826,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001824,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001821,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000001647,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001654,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001851,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001860,0,Low,,Auto process,discount_pct=0.09; payment_failures=0; device_reuse=1; total_qty=4
O000001841,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001856,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001846,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001838,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001834,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=3
O000001827,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000001822,0,Low,,Auto process,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=7
O000001627,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=3
O000001632,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001629,0,Low,,Auto process,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=7
O000001642,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001633,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001634,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001639,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000001866,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=6
O000001864,0,Low,,Auto process,discount_pct=0.12; payment_failures=0; device_reuse=1; total_qty=1
O000001867,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001889,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001893,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001871,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001868,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001845,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001844,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001850,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001858,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001839,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001849,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000001854,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000001859,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001840,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001607,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=7
O000001601,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001608,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001606,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001605,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001612,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001621,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001603,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=0; total_qty=6
O000001613,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001869,0,Low,,Auto process,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=3
O000001875,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001865,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001873,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001884,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001888,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001891,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001900,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001897,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001899,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001915,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001909,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001863,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000001876,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000001885,0,Low,,Auto process,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=7
O000001881,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=5
O000001890,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001880,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000001879,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001861,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001887,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001599,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001602,0,Low,,Auto process,discount_pct=0.1; payment_failures=0; device_reuse=1; total_qty=2
O000001620,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000001609,0,Low,,Auto process,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=9
O000001616,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000001623,0,Low,,Auto process,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=8
O000001619,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=6
O000001617,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001573,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001595,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001594,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001912,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001896,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001922,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001917,0,Low,,Auto process,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=1
O000001911,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001905,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000001908,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001938,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001933,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001937,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001929,0,Low,,Auto process,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=3
O000001930,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=8
O000001932,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001943,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001926,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001940,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001904,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001907,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001902,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001914,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001920,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001916,0,Low,,Auto process,discount_pct=0.08; payment_failures=0; device_reuse=1; total_qty=2
O000001615,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001598,0,Low,,Auto process,discount_pct=0.15; payment_failures=0; device_reuse=1; total_qty=1
O000001593,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000001577,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001575,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001578,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001591,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000001586,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001582,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001576,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001581,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001574,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001589,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=7
