session_id,session_ts,user_id,channel,device,device_id,ip_hash,pincode,promo_flag
S000050986,2025-11-01 00:16:36,U001543,search,web,Db4960808de,IPab1c164d7f,579260,0
S000050987,2025-11-01 14:22:31,U002386,email,web,Da6bd4a7e45,IP29d9dc4bea,565894,0
S000050988,2025-11-01 16:44:57,U000722,paid_social,web,D43a9b3433a,IPd536baeccc,572495,0
S000050989,2025-11-01 17:10:29,U000553,search,mobile,Daaac82390b,IP4f41355405,577548,0
S000050990,2025-11-01 19:06:05,U000617,referral,web,D6364a69bc1,IP8c9f9d206d,572901,0
S000050991,2025-11-01 04:54:34,U002326,organic,mobile,D0464955492,IPdcb7e074df,565894,0
S000050992,2025-11-01 19:20:49,U000193,organic,mobile,D0a251bb5ee,IP98eec40b92,573828,0
S000050993,2025-11-01 02:59:08,U001226,paid_social,mobile,D8cb51d584b,IPc93046ff9d,575842,0
S000050994,2025-11-01 11:39:14,U001702,referral,web,D3d9644d730,IP04ab53fb12,576334,0
S000050995,2025-11-01 11:46:50,U001909,referral,mobile,Dbd0cf46bc9,IP93d6c543ac,574360,0
S000050996,2025-11-01 04:11:22,U001076,organic,web,D8ff4b93b63,IP747eb411bc,577080,0
S000050997,2025-11-01 12:52:38,U000426,organic,web,Dc08e5c92ed,IP6fb7d9be2c,577742,0
S000050998,2025-11-01 21:13:21,U002264,search,web,D5acb4fc6b1,IP94e7e288bb,565285,0
S000050999,2025-11-01 01:13:34,U002598,search,web,D9ed21128b3,IPc343d5b937,565285,0
S000051000,2025-11-01 18:56:16,U002753,search,mobile,D156d24fa08,IP7b3be6846e,572163,0
S000051001,2025-11-01 23:37:59,,search,web,D_G_4c9191f4ee,IP16d219877e,565203,0
S000051002,2025-11-01 07:05:51,U001481,search,mobile,D62315604ab,IP75a5190d89,568518,0
S000051003,2025-11-01 00:05:20,U002545,organic,mobile,D3bb11c4194,IPc6e0494960,565894,0
S000051004,2025-11-01 07:58:26,U000979,paid_social,web,Dd1f90fc408,IP2d1be34950,577965,0
S000051005,2025-11-01 21:56:31,U000384,Email,web,Dc108f6e6e6,IPc8e5a5ec9f,577522,0
S000051006,2025-11-01 05:53:53,U000675,organic,web,D8dbe506e7a,IP804f182f9f,577626,0
S000051007,2025-11-01 13:51:24,,organic,mobile,D_G_SHARED_06,IPb3a4b48f87,566115,0
S000051008,2025-11-01 23:03:20,U002016,organic,web,D702982fffa,IP218e043470,574441,0
S000051009,2025-11-01 01:57:07,U001242,search,web,Da3bb7f6763,IP62fefa04c8,565894,0
S000051010,2025-11-01 15:33:14,U002009,email,web,Dde38b8ec1b,IP04c1042048,572769,0
S000051011,2025-11-01 06:59:46,U002436,search,mobile,Da87fbe2c6c,IP458ca7cf53,577626,0
S000051012,2025-11-01 23:28:19,U002092,referral,mobile,Dbd67170b18,IP2cbd63cfc5,577548,0
S000051013,2025-11-01 11:59:04,,organic,mobile,D_G_6b62b15d86,IP9cc4392b40,564400,0
S000051014,2025-11-01 17:20:33,U001805,organic,mobile,De9b446d0bb,IPe5fcfaed61,574360,0
S000051015,2025-11-01 04:29:40,U000492,search,web,D4f7306ac09,IP43af021132,578018,0
S000051016,2025-11-01 02:39:25,U001772,organic,mobile,D599076681c,IP3d674acc37,574597,0
S000051017,2025-11-01 02:24:32,,search,web,D_G_8dc102936c,IP35381ec4f3,569008,0
S000051018,2025-11-01 04:45:25,U000016,search,mobile,D697eefe34f,IPb8c0a42a23,576074,0
S000051019,2025-11-01 13:58:43,U000536,organic,web,D293c9036d1,IP9ceb9752e8,577522,0
S000051020,2025-11-01 18:39:41,,Paid_Social,mobile,D_G_4d2f668dfe,IP8e5758ae30,567831,0
S000051021,2025-11-01 03:16:36,U002829,organic,mobile,Defddd88ae2,IPbfba3822a8,563967,0
S000051022,2025-11-01 03:58:32,U000666,organic,mobile,D9da6b7aa30,IP14486a0c43,563966,0
S000051023,2025-11-01 20:45:06,,search,web,D_G_bea299709a,IP610255aee9,562034,0
S000051024,2025-11-01 14:54:36,U000945,organic,web,D2831c52ad7,IP8f9016a3af,571222,0
S000051025,2025-11-01 21:43:43,U002670,paid_social,mobile,D4f6ea6be81,IPc37efbff48,577965,0
S000051026,2025-11-01 15:42:05,U003081,organic,mobile,D30057c1101,IPc81c2e7e84,569190,0
S000051027,2025-11-01 18:23:57,U003020,email,mobile,D379ec5a8f1,IP0b22641b6f,574360,0
S000051028,2025-11-01 10:55:58,,paid_social,web,D_G_b7e30b28c2,IPae9f408ae3,569537,0
S000051029,2025-11-01 19:41:28,U000822,paid_social,web,D360ef845a8,IPb3e5dbdf61,579236,0
S000051030,2025-11-01 19:16:53,U001950,organic,web,D4f45d875b9,IP18ccc4ea53,572163,0
S000051031,2025-11-01 11:24:49,U001986,organic,web,D0c1c8c9366,IP100a8e75e2,577545,0
S000051032,2025-11-01 19:59:12,U000983,referral,mobile,D4462adb71b,IPb315f610d5,,0
S000051033,2025-11-01 04:49:59,,organic,mobile,D_G_6de1534f40,IPc1c5c3c46b,566324,0
S000051034,2025-11-01 00:11:42,,referral,mobile,D_G_40ccffc8f4,IPa8e74515d6,569537,0
S000051035,2025-11-01 03:27:10,U001283,email,mobile,D9acc60b4cc,IP8cfa298a76,577742,0
S000051036,2025-11-01 17:34:49,U002514,referral,mobile,D7a9a947fb5,IP95a9d450c5,565285,0
S000051037,2025-11-01 10:42:07,U002925,organic,web,Dab8bc70ecf,IP4b473981ee,569190,0
S000051038,2025-11-01 14:34:18,U000826,search,mobile,Decbc1c4b25,IP9826c44793,579260,0
S000051039,2025-11-01 13:13:48,U000192,paid_social,mobile,Df30803c598,IP3a482ae206,571631,0
S000051040,2025-11-01 01:18:42,,organic,web,D_G_8fa5989a49,IPa8849d252d,564913,0
S000051041,2025-11-01 17:20:18,U000277,organic,web,Df2d345a308,IP0d72e9d2fd,579884,0
S000051042,2025-11-01 00:36:52,U002972,search,mobile,Db1ca5d97ad,IP2ab78b0a0c,575674,0
S000051043,2025-11-01 11:38:05,U000804,email,web,D866ac6af5c,IP771f87cb9b,573634,0
S000051044,2025-11-01 22:50:03,U000575,search,mobile,Dafb9d83188,IP11807afbe7,573828,0
S000051045,2025-11-01 01:12:19,,organic,mobile,D_G_8559c2ccb8,IPb4daefa2d5,567283,0
S000051046,2025-11-01 09:41:53,U001929,search,mobile,Dba1f98d82f,IPdf8c41bb71,563967,0
S000051047,2025-11-01 19:23:03,U001368,referral,mobile,D93ae5d6896,IP1054044307,575699,0
S000051048,2025-11-01 05:55:05,,organic,web,D_G_195e55a746,IPdf9e216867,566467,0
S000051049,2025-11-01 15:31:43,U001231,paid_social,mobile,D614a790e2c,IP944fa4e562,577080,0
S000051050,2025-11-01 13:37:48,U003169,organic,web,D9835409533,IPb1dc45311a,578963,0
S000051051,2025-11-01 15:41:43,U001774,organic,mobile,D187ac53134,IP27abe54c7c,578796,0
S000051052,2025-11-01 18:43:57,,organic,web,D_G_e5f177faca,IP39531a98ee,569537,0
S000051053,2025-11-01 19:12:21,,search,web,D_G_d40b73e7d8,IP6e9755e6d4,568582,0
S000051054,2025-11-01 15:09:09,U002067,paid_social,web,Dbbba367401,IP98b5b01549,575661,0
S000051055,2025-11-01 01:24:01,U002636,paid_social,web,D9bb4bebd0f,IPa7c24600f7,576334,0
S000051056,2025-11-01 07:12:40,U000890,search,mobile,D2bd564a06b,IPa67775f342,569190,0
S000051057,2025-11-01 01:56:04,U002662,search,web,Db4afefa832,IPd182b2fdb5,572769,0
S000051058,2025-11-01 23:59:07,U002685,search,web,D04d1987a5b,IP45bf2f082f,575439,0
S000051059,2025-11-01 13:46:26,,organic,mobile,D_G_4545d81233,IPb2e93cad88,565203,0
S000051060,2025-11-01 18:46:06,U001196,paid_social,mobile,D32cb10eece,IPddd5c5f1fb,578896,0
S000051061,2025-11-01 11:11:20,U000271,organic,web,D566e6f5f57,IP37ec3b5ecc,573709,0
S000051062,2025-11-01 01:11:03,U002960,paid_social,web,D8deb706dd0,IP2421c30757,563966,0
S000051063,2025-11-01 18:33:27,U000139,search,mobile,D5264189ec0,IP369ab18605,575618,0
S000051064,2025-11-01 06:20:13,,paid_social,mobile,D_G_bad559fdfe,IP4a3a3d7e09,567831,0
S000051065,2025-11-01 02:37:59,U002442,email,mobile,D053af19c82,IP353d005a06,576074,0
S000051066,2025-11-01 04:38:17,U002770,search,web,D868a78ee40,IPdf6186aa56,577742,0
S000051067,2025-11-01 18:41:02,U002587,search,mobile,D294ffe8a69,IPfe4d498c62,565285,0
S000051068,2025-11-01 15:22:16,U001165,email,web,D1eab532e79,IP9459100c4f,565894,0
S000051069,2025-11-01 18:05:28,U000481,organic,web,D79ea4b3565,IPf5c1fd3732,572901,0
S000051070,2025-11-01 13:12:50,,organic,mobile,D_G_35a885bf94,IP5188a93226,568964,0
S000051071,2025-11-01 22:32:31,U000982,search,web,D1cc40a69db,IP55a16a4e57,563966,0
S000051072,2025-11-01 00:28:42,U000881,search,mobile,Db5ac5112f9,IP47d51525ed,577899,0
S000051073,2025-11-01 00:01:17,,search,web,D_G_7eb606d141,IP2db1d5cc83,566632,0
S000051074,2025-11-01 14:59:07,U001992,search,mobile,D078eb537d5,IPf024d9a5aa,578896,0
S000051075,2025-11-01 12:41:19,U002119,email,mobile,D_RING_05,IP_RING_SHAR,565894,0
S000051076,2025-11-01 08:25:07,U002671,organic,web,Dbbc4cec116,IPfd7685f63f,575699,0
S000051077,2025-11-01 12:03:16,U000645,search,web,Db9412df6a4,IPd23d17e079,572149,0
S000051078,2025-11-01 02:14:08,U000008,referral,web,D1229e43125,IPfba620f3a6,572788,0
S000051079,2025-11-01 11:53:53,U001581,organic,mobile,D79bf451487,IP3379885625,568518,0
S000051080,2025-11-01 19:11:48,U002428,organic,mobile,Dcbf90a9652,IP97b02c23aa,572769,0
S000051081,2025-11-01 16:33:07,U000564,organic,mobile,D64e4acddb6,IP40371938b1,572398,0
S000051082,2025-11-01 01:03:35,U003040,referral,mobile,D0a158208f8,IP636d128687,578600,0
S000051083,2025-11-01 12:58:06,U003093,search,mobile,D4aa61173d2,IP81f2a25887,577545,0
S000051084,2025-11-01 07:46:07,U000329,referral,web,Df1caf6de75,IPdef2c4c7ec,578963,0
S000051085,2025-11-01 04:18:32,U000766,organic,web,Dcc2b2fffaf,IP4e5cd5c7ba,571541,0
S000051086,2025-11-01 11:11:48,U000864,paid_social,mobile,D38058fe878,IP1e8250f8a4,577965,0
S000051087,2025-11-01 22:22:20,U001505,organic,web,D0cb5f40635,IPa4cf35833b,563966,0
S000051088,2025-11-01 00:31:01,U001837,paid_social,web,D41577728c4,IP7e0bfb3aaf,578600,0
S000051089,2025-11-01 20:44:05,,organic,web,D_G_c3a6b3323d,IPd210b0da2c,568365,0
S000051090,2025-11-01 00:07:16,U002814,email,mobile,D5ff2e4fb58,IP1c9d59f9f9,563966,0
S000051091,2025-11-01 10:47:52,,organic,mobile,D_G_8f7cc6ab3c,IP5e9cf39d76,568960,0
S000051092,2025-11-01 10:29:28,U003021,organic,mobile,D27203e97a1,IP64f5c5dc31,572398,0
S000051093,2025-11-01 14:37:40,U001040,referral,web,Db86a3905d9,IPcc0493937b,575139,0
S000051094,2025-11-01 17:11:16,U001988,paid_social,mobile,D93b9162a1e,IP689f2b3f11,577548,0
S000051095,2025-11-01 01:19:58,U001247,referral,web,D91de38722b,IP1a2ff4c336,569539,0
S000051096,2025-11-01 18:01:32,U000126,organic,mobile,D0b8282bdac,IP8892a37eb2,563966,0
S000051097,2025-11-01 09:26:46,U001762,organic,mobile,Dcf5b30562b,IP4160ba9ac3,563967,0
S000051098,2025-11-01 05:54:50,U002845,email,web,D0a6668e0a6,IP1c64192c72,565894,0
S000051099,2025-11-01 06:59:17,U001711,paid_social,mobile,Df704e7ed29,IPccced6fac6,572276,0
S000051100,2025-11-01 02:23:53,U002444,paid_social,mobile,D0fec5468fd,IP8738644713,569190,0
S000051101,2025-11-01 13:24:55,U000032,organic,web,D5cda1438c6,IPff8c21dc01,575438,0
S000051102,2025-11-01 19:58:58,U001946,organic,web,D1ffe380358,IP9e94dad9dd,575439,0
S000051103,2025-11-01 00:58:54,U000791,paid_social,web,Dbcbe999a09,IP705e411f55,575588,0
S000051104,2025-11-01 07:24:25,U000123,organic,web,D5cbc5df844,IP4c2bf215a1,569190,0
S000051105,2025-11-01 23:17:52,U002609,organic,mobile,D92bed2b971,IP0c12446a6f,579609,0
S000051106,2025-11-01 23:57:39,U000570,referral,mobile,Db8624503ef,IPac5dbae821,569190,0
S000051107,2025-11-01 08:00:29,U002737,search,mobile,Db401de33be,IP8a40ca3063,568375,0
S000051108,2025-11-01 22:29:27,U001321,organic,web,D17b804131d,IPae7ae4e009,576088,0
S000051109,2025-11-01 04:13:56,U001610,email,web,D51d4e6e87a,IPfb88d43ee5,575139,0
S000051110,2025-11-01 07:54:44,U001663,referral,mobile,D3f323bb00c,IP87858336cd,574597,0
S000051111,2025-11-01 09:37:14,U002314,search,mobile,Dfcb00f6e53,IPdbb323c87e,575439,0
S000051112,2025-11-01 18:52:15,U000428,search,web,D303a542b7a,IP3937e61d6b,578418,0
S000051113,2025-11-01 01:29:36,,organic,web,D_G_b95da24ef7,IPca3cd3751a,568960,0
S000051114,2025-11-01 23:34:08,U001988,SEARCH,web,D93b9162a1e,IP6f1b784b7f,577548,0
S000051115,2025-11-01 15:19:43,,search,mobile,D_G_9793702e72,IP936ca46abd,569008,0
S000051116,2025-11-01 18:25:36,U000324,organic,mobile,Dcc9f6f00fe,IP07cd8890b2,577970,0
S000051117,2025-11-01 01:40:16,U002848,search,web,Dadf431b024,IP9e1a925542,576334,0
S000051118,2025-11-01 20:19:38,,organic,mobile,D_G_bf3f0ae5f0,IP8c3ce380ad,568964,0
S000051119,2025-11-01 16:02:53,U001659,email,mobile,D4d8fbb1c76,IPd2d252055e,577899,0
S000051120,2025-11-01 05:08:22,U000095,search,web,D69db5657f0,IP77e244a6ef,574081,0
S000051121,2025-11-01 19:22:51,U000696,organic,web,Debff1cc8d8,IPc1aabad008,565894,0
S000051122,2025-11-01 15:14:27,U000160,search,mobile,D5534a0daa4,IP6853449dd6,563967,0
S000051123,2025-11-01 22:23:49,U001537,search,mobile,Daae20f476b,IPc76c77867d,577522,0
S000051124,2025-11-01 00:37:23,U001187,email,web,D5b69165032,IP8005f70d14,572901,0
S000051125,2025-11-01 17:46:08,U000322,organic,web,D616b9b07d4,IPce8d9cb83e,569190,0
S000051126,2025-11-01 04:50:07,U000503,email,web,D8a7dda4c4c,IPff02e70ea1,575588,0
S000051127,2025-11-01 16:30:05,U001902,organic,web,Dfb36edff4a,IP6263ef2383,569190,0
S000051128,2025-11-01 13:36:45,U001072,email,web,Db58d85fbe6,IP0b0cabe7d7,577899,0
S000051129,2025-11-01 13:15:51,,search,web,D_G_cb513ecb9f,IPac53a60d4f,561882,0
S000051130,2025-11-01 15:00:43,U000336,email,mobile,Dd0f177a847,IP27941dd6e1,571631,0
S000051131,2025-11-01 15:57:06,U001815,email,mobile,D042aea368d,IP630fd1308a,565285,0
S000051132,2025-11-01 02:28:02,U002373,referral,web,Dc57fcd56b3,IPcd048cd57b,572163,0
S000051133,2025-11-01 00:47:26,U002757,organic,mobile,D008a7964b0,IP6247383b03,578896,0
S000051134,2025-11-01 09:48:54,U002141,organic,mobile,D7428cba31e,IPf1cf3ac77d,572495,0
S000051135,2025-11-01 13:22:47,U002285,email,mobile,D1e0be9fa90,IPc835f2e745,568518,0
S000051136,2025-11-01 18:10:55,,organic,web,D_G_1143008866,IP5a16a77c54,569672,0
S000051137,2025-11-01 11:15:02,U001453,organic,mobile,Dba73d31fa6,IP2d1c2abf7d,577970,0
S000051138,2025-11-01 11:58:55,U000244,search,mobile,D3a32e20dc4,IP0c1cd55ace,563967,0
S000051139,2025-11-01 23:33:55,U002087,search,mobile,Dac087c7527,IP95093c9f27,571541,0
S000051140,2025-11-01 15:34:12,,search,mobile,D_G_362ad4977e,IP6ece24dd05,564295,0
S000051141,2025-11-01 14:45:48,,paid_social,web,D_G_SHARED_06,IPf92183d5ce,567831,0
S000051142,2025-11-01 15:31:05,U002167,organic,mobile,D632e3a4149,IPe994a4512e,579609,0
S000051143,2025-11-01 07:56:09,,referral,mobile,D_G_59b748be9a,IP9a0314a2fa,564295,0
S000051144,2025-11-01 06:20:03,U000077,email,mobile,De066b7c92c,IP55d44a8bbc,579260,0
S000051145,2025-11-01 09:36:02,U002295,organic,web,D2c1953357d,IPb731cb5141,572769,0
S000051146,2025-11-01 03:30:46,U000426,organic,mobile,Dc08e5c92ed,IP59c8128b8b,577742,0
S000051147,2025-11-01 07:13:28,,organic,mobile,D_G_dceed26434,IP59674fa9b3,565203,0
S000051148,2025-11-01 05:26:06,U002954,search,web,Dae68b18bd9,IP5bf1b8ab9a,571647,0
S000051149,2025-11-01 14:34:55,U000564,search,web,D64e4acddb6,IP64b47cc937,572398,0
S000051150,2025-11-01 06:03:11,U000298,email,mobile,Dd5d880df67,IPe87cb5737d,577522,0
S000051151,2025-11-01 20:33:07,U002015,paid_social,web,Da90ef94894,IP1d705d90db,569190,0
S000051152,2025-11-01 00:04:37,,organic,mobile,D_G_5861d8630c,IPc646a1c8a6,563146,0
S000051153,2025-11-01 10:00:46,U000676,search,mobile,D90087d9dce,IP05f981f607,571631,0
S000051154,2025-11-01 04:28:04,U001094,organic,mobile,Df8a59751f4,IP3685d1b1c2,572788,0
S000051155,2025-11-01 13:18:15,U000752,organic,web,D8051d9edde,IP225304b830,565894,0
S000051156,2025-11-01 19:16:59,U003188,organic,mobile,D10f086cb39,IPf303210115,579266,0
S000051157,2025-11-01 14:49:41,U001889,search,web,Da13b29a3e9,IP34f2a48f3a,575699,0
S000051158,2025-11-01 20:16:32,U000619,paid_social,web,D60968bcf6e,IP4da1b78e31,577545,0
S000051159,2025-11-01 15:41:56,U000554,organic,web,D04cd78214d,IPeabdc3806c,577545,0
S000051160,2025-11-01 15:33:50,,paid_social,web,D_G_f8de40ce95,IPffadd6ac0b,566467,0
S000051161,2025-11-01 21:35:41,U001382,email,mobile,D67e3d6722b,IP0d7bea40cc,575588,0
S000051162,2025-11-01 07:12:03,U001420,organic,web,Ddaace2bec1,IP06a8dc9b90,,0
S000051163,2025-11-01 13:49:46,U003073,search,web,D4ce48841c4,IPdde9ee9e10,577626,0
S000051164,2025-11-01 23:31:17,U003174,email,web,Ddf2b765840,IP78d966c1d8,569539,0
S000051165,2025-11-01 20:09:56,U001254,referral,mobile,D186b2b381d,IP8f3f233149,571561,0
S000051166,2025-11-01 00:44:32,U000418,search,web,Dde547f5a4b,IP80bc32430f,579609,0
S000051167,2025-11-01 13:09:27,U001873,search,mobile,D3ce1acb2de,IPc265210dce,575842,0
S000051168,2025-11-01 06:37:46,U000384,paid_social,web,Dc108f6e6e6,IPe406c6a5b0,577522,0
S000051169,2025-11-01 06:13:30,U001418,email,web,D8ad517a3ff,IP7f53e48d2c,572149,0
S000051170,2025-11-01 20:25:22,U001735,search,mobile,D65c9293e1e,IP79f558bd40,577522,0
S000051171,2025-11-01 23:48:20,U001254,search,web,D186b2b381d,IPc1843a2a03,571561,0
S000051172,2025-11-01 11:51:58,U000822,search,mobile,D360ef845a8,IPf5f0ad18f2,579236,0
S000051173,2025-11-01 09:08:30,U001457,referral,web,D1f8dead45f,IPd6f99ced0a,575692,0
S000051174,2025-11-01 12:48:28,U003105,referral,mobile,D73ff83fea1,IP95c2ee67fa,575618,0
S000051175,2025-11-01 05:02:57,U003084,organic,web,Da3c45c3c9a,IPd30ffb750e,573709,0
S000051176,2025-11-01 02:11:12,U000020,search,mobile,De1e6a22e8c,IPc391c44383,571222,0
S000051177,2025-11-01 15:36:22,U002172,organic,web,D7ddc0b13e3,IP65fd9a4768,563966,0
S000051178,2025-11-01 21:30:36,U002131,organic,mobile,D1b95385441,IP5ac73be390,577545,0
S000051179,2025-11-01 20:54:10,U000556,referral,mobile,D92cacc551a,IPba40a6e3fd,579501,0
S000051180,2025-11-01 17:55:26,U001886,organic,web,D9cb161756d,IPb13d054a28,574252,0
S000051181,2025-11-01 12:31:20,U002821,organic,web,Dfaccf2c760,IPe74f1c93c2,576088,0
S000051182,2025-11-01 08:07:46,U000187,email,web,D_RING_05,IP_RING_SHAR,565894,0
S000051183,2025-11-01 13:46:11,,referral,web,D_G_37a041e06a,IP031a212b50,564295,0
S000051184,2025-11-01 02:32:35,U001454,search,web,D94cadb78a1,IPda011ed14e,578796,0
S000051185,2025-11-01 09:23:27,U000973,paid_social,web,Da545791066,IP060cfdb5a8,576422,0
S000051186,2025-11-01 03:08:03,U001957,organic,web,Dd6f214787c,IP0667f4cf68,574441,0
S000051187,2025-11-01 06:57:37,U001132,organic,web,De4a4702da3,IP86ea2b989d,565285,0
S000051188,2025-11-01 20:52:47,U002843,email,mobile,D8240cb3a5f,IP434d7c0304,577965,0
S000051189,2025-11-01 12:10:54,U001733,paid_social,mobile,D42b77403cf,IP00b55ecd50,575139,0
S000051190,2025-11-01 05:44:04,,organic,mobile,D_G_eb1e457dee,IPadf320d388,568582,0
S000051191,2025-11-01 00:31:54,U002359,referral,web,D3cb0f6dc1f,IP1e2ea3894a,572901,0
S000051192,2025-11-01 06:23:47,,paid_social,mobile,D_G_18c4299595,IP4d2bede300,561113,0
S000051193,2025-11-01 14:56:29,,search,web,D_G_e575e8471c,IPfd5188ab8c,562615,0
S000051194,2025-11-01 12:35:52,,paid_social,mobile,D_G_bb88bef0d5,IP427cb874b4,562344,0
S000051195,2025-11-01 03:32:47,,referral,web,D_G_aaa8778dca,IPcbfb811737,564400,0
S000051196,2025-11-01 19:38:10,U000400,email,mobile,D72017f143b,IPda0fac5d2f,568518,0
S000051197,2025-11-01 13:55:11,U001029,referral,web,D45b2e14588,IPb274310657,571561,0
S000051198,2025-11-01 11:34:17,U002899,organic,web,D9fd61169eb,IPb4346f76e5,575692,0
S000051199,2025-11-01 21:15:58,,organic,mobile,D_G_b4732dacca,IP367f103e9b,567978,0
S000051200,2025-11-01 02:52:09,U000639,referral,web,Dd74e496c8f,IP673132aa5b,575438,0
S000051201,2025-11-01 20:33:20,,paid_social,web,D_G_36394b91f4,IPe9cbed2eeb,561882,0
S000051202,2025-11-01 10:09:23,U001391,referral,mobile,D854867e700,IPfcb6503eb4,578963,0
S000051203,2025-11-01 22:28:57,U000329,organic,mobile,Df1caf6de75,IP67fb1a9372,578963,0
S000051204,2025-11-01 05:13:26,U000562,search,web,Dce60be2c27,IP3904201d76,575439,0
S000051205,2025-11-01 06:54:14,U001545,organic,web,Ddfd433a56b,IP5c18bc6adc,574360,0
S000051206,2025-11-01 16:14:41,U001178,organic,web,Dca7afd1241,IP3fe3eacff4,571561,0
S000051207,2025-11-01 00:00:26,U001901,organic,web,D842ce8f593,IP078e1fbf3c,579501,0
S000051208,2025-11-01 14:02:48,U000515,search,mobile,Df5a38ceacf,IP81e7b40bc8,569190,0
S000051209,2025-11-01 13:14:39,U000063,search,mobile,D4826184800,IP9899dd82c7,565894,0
S000051210,2025-11-01 21:43:01,U001341,search,mobile,Dac05f40c86,IP54944facc0,571541,0
S000051211,2025-11-01 18:51:21,,paid_social,web,D_G_1b69afe761,IP1625df73d3,565792,0
S000051212,2025-11-01 13:54:23,U000974,paid_social,web,D1190add07a,IP7667576141,565894,0
S000051213,2025-11-01 16:00:59,U000400,search,mobile,D72017f143b,IP925dd4b27c,568518,0
S000051214,2025-11-01 11:04:30,U000653,organic,web,D4ab1d87f88,IPd238b6adf8,579609,0
S000051215,2025-11-01 13:02:33,U001988,paid_social,web,D93b9162a1e,IPc21254d728,577548,0
S000051216,2025-11-01 14:31:07,U002777,organic,mobile,D7fbbb11591,IPd59343c345,571561,0
S000051217,2025-11-01 02:47:16,U002156,search,mobile,Db19d49494a,IPf5552bb9e7,565894,0
S000051218,2025-11-01 00:29:30,U001335,organic,mobile,D06c1220a63,IPabc3c3aca1,575692,0
S000051219,2025-11-01 08:03:29,U001941,search,web,De133d56fe0,IP535088b477,571541,0
S000051220,2025-11-01 06:06:41,U001683,organic,mobile,D0002a22ede,IPe17cd04d16,565894,0
S000051221,2025-11-01 11:28:53,U001684,organic,web,Dfe43e658d0,IP19669b4fc8,577899,0
S000051222,2025-11-01 19:16:52,U000319,organic,web,D_RING_02,IP_RING_SHAR,563967,0
S000051223,2025-11-01 01:55:48,U001071,search,mobile,D7a88bc23e6,IP4aee95f693,579609,0
S000051224,2025-11-01 15:25:54,U001285,search,mobile,D8ff3d4ba78,IP561c2359d3,576422,0
S000051225,2025-11-01 02:43:08,U000999,search,web,Dd2df8b4ddc,IP1d204902bf,577742,0
S000051226,2025-11-01 00:43:05,U000438,organic,web,D87d85299b2,IP722b821889,568375,0
S000051227,2025-11-01 12:18:51,U003193,organic,web,D74bdf23031,IP5d4ddfd584,569539,0
S000051228,2025-11-01 04:11:35,U000914,organic,mobile,De70b9237cc,IP1536e49730,571222,0
S000051229,2025-11-01 21:12:59,,search,web,D_G_b0a0704523,IPf6b06c094a,567273,0
S000051230,2025-11-01 12:48:17,U000158,email,web,D586e603045,IP3ed7510a89,563966,0
S000051231,2025-11-01 17:38:49,U001950,paid_social,web,D4f45d875b9,IPd21bce8e38,572163,0
S000051232,2025-11-01 15:26:01,U001840,search,web,Dd65ada00a6,IP66959bf7e6,579609,0
S000051233,2025-11-01 07:48:07,U002268,search,web,D8bffc40efe,IP7e9938fd88,577742,0
S000051234,2025-11-01 05:49:06,,paid_social,web,D_G_SHARED_06,IPb82231b1ec,563588,0
S000051235,2025-11-01 06:24:26,,paid_social,web,D_G_dadd9e3b46,IPe153eca2bb,569538,0
S000051236,2025-11-01 16:50:48,U000978,ORGANIC,web,D407384f7a0,IPfa8ebf8674,571541,0
S000051237,2025-11-01 03:01:49,,organic,web,D_G_a35d679061,IP3d57a90e29,563146,0
S000051238,2025-11-01 23:01:45,U003073,organic,web,D4ce48841c4,IP032c21c324,577626,0
S000051239,2025-11-01 01:23:34,U000831,organic,web,De168f12d16,IPbb94d61c4e,572495,0
S000051240,2025-11-01 10:51:20,U003147,email,mobile,D9c3882d7b9,IP7c84b6cc5c,577970,0
S000051241,2025-11-01 15:01:18,,paid_social,web,D_G_d5ca694e3f,IPf300ce87f9,564400,0
S000051242,2025-11-01 12:48:35,,organic,mobile,D_G_0f299907f0,IP6f72ac4f92,567831,0
S000051243,2025-11-01 02:36:23,U000873,organic,web,D2c70ea870a,IP8d4ec04d70,577548,0
S000051244,2025-11-01 18:15:27,U001960,organic,web,Da8ff96a6a5,IPf63b50111a,571561,0
S000051245,2025-11-01 08:57:58,U000623,search,web,D4d2b86f3ec,IPd05cad108e,577965,0
S000051246,2025-11-01 16:44:29,U002693,organic,mobile,D24dad98def,IP38d4b5db7d,579884,0
S000051247,2025-11-01 23:43:22,U002444,search,web,D0fec5468fd,IP0a3cfb4f86,569190,0
S000051248,2025-11-01 10:39:04,,search,web,D_G_075c91457e,IP5d20e77a7d,567978,0
S000051249,2025-11-01 17:53:10,U002587,organic,web,D294ffe8a69,IP42259b79e5,565285,0
S000051250,2025-11-01 22:13:58,,organic,mobile,D_G_57de47b72b,IPd273beb563,565203,0
S000051251,2025-11-01 10:46:34,,search,web,D_G_039196ed2c,IP3388ca3dbc,563834,0
S000051252,2025-11-01 04:51:46,,referral,mobile,D_G_e257802e47,IP38e4803833,569672,0
S000051253,2025-11-01 12:39:52,U002088,organic,mobile,D58453fa4ba,IPcd94b5f8c3,575614,0
S000051254,2025-11-01 18:04:52,,paid_social,mobile,D_G_1ab92672d0,IP0bf6afef76,564400,0
S000051255,2025-11-01 09:34:57,U002108,referral,mobile,Ddaaaba0e46,IP3cbe9b1cb6,563966,0
